prof,code,lecture,workload,personality,overall,challenge,learning
Clark Freifeld,CS5010,4.275,12.0,3.766666666666667,4.300000000000001,4.4,4.314285714285715
Cody Scott,CS4200,4.520833333333333,20.0,4.555555555555555,4.416666666666667,4.416666666666666,4.416666666666666
Cody Scott,CS5500,4.017857142857143,8.0,4.495421245421245,4.142857142857142,3.6904761904761907,3.5
Cody Scott,CS7280,3.25,20.0,3.8333333333333335,2.333333333333333,2.833333333333333,2.761904761904762
Craig Martell,CS6140,4.303571428571429,12.0,3.7857142857142865,4.357142857142858,4.357142857142858,4.108843537414966
Cristina Nita-Rotaru,CS4700,5.0,12.0,5.0,5.0,5.0,5.0
Cristina Nita-Rotaru,CS4740,4.434210526315789,16.0,4.526315789473684,4.5,4.538011695906433,4.425647451963242
Cristina Nita-Rotaru,CS5700,4.5036764705882355,12.0,3.838235294117647,4.617647058823529,4.470588235294118,4.466386554621849
Cristina Nita-Rotaru,CS6740,4.434210526315789,16.0,4.526315789473684,4.5,4.538011695906433,4.425647451963242
Cristina Nita-Rotaru,CS7610,4.5036764705882355,12.0,3.838235294117647,4.617647058823529,4.470588235294118,4.466386554621849
Cristina Nita-Rotaru,CS7680,4.394886363636363,16.0,4.652777777777778,4.416666666666667,4.78030303030303,4.422077922077922
Daniel Feinberg,CS5520,4.708333333333334,16.0,3.9444444444444446,4.833333333333334,4.833333333333334,4.857142857142857
Daniel Feinberg,CS5610,3.592261904761905,16.0,3.619047619047619,3.5,3.7857142857142856,3.772108843537415
Daniel Wichs,CS3800,3.8395833333333336,20.0,3.8333333333333335,3.5999999999999996,4.175,4.128571428571429
Daniel Wichs,CS7805,4.301391010949835,12.0,3.510398098633392,4.235294117647059,4.345588235294118,4.2134069536905665
Daniel Wichs,CS7810,4.689409722222223,13.0,4.256481481481481,4.725,4.4375,4.512896825396826
Daniel Wichs,CS7880,4.692212301587302,12.0,4.592261904761905,4.944444444444445,4.583333333333334,4.622448979591837
David Choffnes,CS3700,4.96875,20.0,4.166666666666667,4.875,5.0,5.0
David Choffnes,CS4700,4.593560271146478,16.0,4.63034188034188,4.732714412024757,4.601098236306948,4.539532146331473
David Choffnes,CS5700,4.627075504998747,17.333333333333332,3.8253052576043967,4.663888888888889,4.59265873015873,4.578479628249048
David Choffnes,CS7780,4.465324352925015,20.0,3.6665046943683492,4.447491039426524,4.384997439836149,4.411887937809432
David Gray,CS5002,4.642857142857143,12.0,3.8571428571428577,4.714285714285714,4.535714285714286,4.571428571428571
David Reis,CS5001,3.3413461538461537,16.0,3.3461538461538463,2.9423076923076925,3.769230769230769,3.5549450549450547
David Smith,CS4120,3.0723214285714286,16.0,2.4017857142857144,2.9375,3.803571428571429,3.0969387755102042
David Smith,CS5100,3.5336489898989902,13.333333333333334,2.95388091440723,3.2315656565656568,3.6836805555555556,3.4315295815295817
David Smith,CS6120,4.0665760869565215,16.0,4.409722222222222,4.041666666666667,4.250905797101449,4.07815734989648
David Smith,CS6200,3.722591991341991,12.0,3.240677451203767,3.6406565656565655,3.8680239898989903,3.603246753246753
David Smith,CS7180,3.7543449197860963,16.0,3.3137254901960786,3.6911764705882355,3.9242424242424243,3.8024446142093207
David Sprague,CS1100,4.622916666666667,14.0,4.791666666666667,4.583333333333333,4.75,4.569047619047619
David Sprague,CS1800,4.102531033781034,8.0,4.365208248541582,4.255827505827505,4.170169413919413,4.128415896273039
David Sprague,CS2800,4.2641974397075035,10.0,3.723797279249364,4.361155018180799,4.3691994589700585,4.288001285558211
David Sprague,CS4300,4.275012939502448,12.76923076923077,4.022175593716846,4.3457664547808195,4.297979164763391,4.20877695951797
David Sprague,CS5340,4.4870685559169905,11.6,4.2581129675721705,4.54368919610855,4.093648660180919,4.3384088545812585
David Zheng,CS5001,4.393142619951206,12.0,4.487754761402769,4.381048387096774,3.971390168970814,4.231887593747176
Dawn Shirak,CS1200,3.9955718954248365,16.0,3.9595588235294117,4.0476190476190474,3.885416666666667,4.147152194211018
Derek Brodeur,CS5001,4.173195843508343,4.0,4.2364392551892545,4.26875,3.274338624338624,3.8824619163904877
Derek Brodeur,CS5010,4.51875,8.0,4.666666666666667,4.6,4.3,4.235714285714286
Derek Brodeur,CS5130,3.893897314899153,12.0,3.549049714582803,4.071856962481963,3.8874233405483407,3.7746093513162844
Divya Agarwal,CS5200,4.254820478723404,12.0,3.682302908829273,4.291666666666666,4.333333333333333,4.266147416413373
Donald Hall,CS5001,3.600446428571429,12.0,3.5277777777777772,3.2638888888888893,3.5303030303030303,3.8367346938775513
Edward Katz,CS5001,4.240989974937343,16.0,4.273015873015873,4.340579710144928,3.9541666666666666,4.234013605442177
Edward Katz,CS5002,4.84375,16.0,5.0,5.0,4.625,4.857142857142857
Edward Katz,CS5010,4.833333333333334,20.0,4.944444444444445,5.0,5.0,4.952380952380953
Edward Katz,CS5100,3.94609375,18.0,4.126388888888888,3.925,4.187946428571429,4.038392857142857
Edward Katz,CS5500,3.0833333333333335,12.0,3.611111111111111,3.166666666666667,4.0,3.5714285714285716
Ehsan Elhamifar,CS5220,2.4725877192982457,20.0,2.8245614035087723,2.6315789473684212,3.3055555555555554,2.5776942355889725
Ehsan Elhamifar,CS6140,4.540640394088669,16.0,4.56568144499179,4.586206896551724,4.579433497536946,4.519352568613653
Ehsan Elhamifar,CS7180,4.251503126503127,18.666666666666668,3.837524514758814,4.098304473304474,4.378598588743516,4.192606335463478
Elena Strange,CS5001,4.4375,14.0,3.5,4.416666666666667,4.5,4.166666666666667
Eliyahu Barzilay,CS4400,4.7311626502089865,16.0,4.801536376698015,4.773092998955068,4.571780995237614,4.646514405135095
Eliyahu Barzilay,CS5400,4.2660337447007,12.0,3.872574427860449,4.43797141663683,4.479736734999894,4.2856807049091055
Elton Booker,CS5210,4.2982840542448075,11.142857142857142,3.9539921398727897,4.478646019811434,4.523387528650686,4.3004293579935275
Emanuele Viola,CS3800,3.8641360146725563,13.0,3.8629830153477,3.951039553752535,3.7939147066872723,3.7878745640220193
Emanuele Viola,CS5800,2.4003090366581414,12.0,2.090836334533814,1.9607843137254903,3.4654901960784317,2.409638601046339
Emanuele Viola,CS7880,3.5612980769230766,14.5,3.1765069725596042,3.418669871794872,4.003205128205128,3.764492676287789
Engin Kirda,CS5770,5.0,12.0,5.0,5.0,4.928571428571429,5.0
Erez Kantor,CS1100,4.7017379531388155,13.333333333333334,4.18678774928775,4.857264957264957,4.691452991452992,4.689879739617371
Erez Kantor,CS5800,3.1114049145299147,12.0,2.8322013634513636,3.070604395604396,3.763919413919414,3.50783621140764
Everaldo Aguiar,CS6220,3.576704545454546,16.0,3.1536796536796534,3.061688311688312,4.383116883116884,3.7789424860853433
Everaldo Aguiar,CS7180,4.411495726495727,12.0,4.2631339031339035,4.478461538461539,4.2969841269841265,4.347851037851038
Ezra Cooper,CS5010,4.825,12.0,4.8,4.699999999999999,4.516666666666667,4.742857142857142
Feiyue Wu,CS5200,3.785714285714286,20.0,3.198412698412698,3.5476190476190474,3.738095238095238,3.8231292517006805
Frank Tip,CS5500,3.667906746031746,12.0,3.5888888888888886,3.466666666666667,3.713636363636364,3.8446712018140587
Frank Tip,CS7480,4.179276315789474,13.0,4.076334064327485,4.19375,3.875,4.010034276868642
Frederick Howell,CS5210,4.624999999999999,12.0,3.883333333333333,4.6,4.699999999999999,4.6761904761904765
Gene Cooperman,CS3650,3.7845059046345804,16.0,3.1657778768072884,3.593137254901961,3.8508986928104574,3.7998652491299545
Gene Cooperman,CS5600,4.07923081744563,12.0,3.801990346577228,4.109126331453634,4.28597452437913,4.1249322553048025
Gene Cooperman,CS7600,4.340544871794871,16.0,3.6410256410256405,4.384615384615385,4.615384615384615,4.378205128205129
Gene Cooperman,CS7680,4.302389705882353,14.0,4.671754307783719,4.4203431372549025,4.192095588235294,4.15266106442577
Ghita Amor-Tijani,CS1100,4.583333333333333,12.0,4.027777777777778,4.666666666666667,4.416666666666666,4.476190476190476
Ghita Amor-Tijani,CS1500,4.192952092556575,9.2,3.9042182004401647,4.282050392110876,4.201963978857954,4.209056296633666
Ghita Amor-Tijani,CS1800,4.386939102564103,9.5,4.095833333333333,4.388690476190477,4.3101190476190485,4.4701072736787015
Ghita Amor-Tijani,CS3200,4.218805918167622,9.5,3.556217348424516,4.222026370011568,4.118523897335972,4.156789696326328
Ghita Amor-Tijani,CS5200,3.7459323574296017,8.0,4.004698723743426,3.788732394366197,3.8306797305572564,3.7748568706927554
Guevara Noubir,CS4740,4.525,16.0,3.8644736842105267,4.699999999999999,4.375,4.471428571428572
Guevara Noubir,CS6710,4.354388227513228,14.4,4.050734126984127,4.420182072829131,4.496309523809524,4.3755658759230185
Guevara Noubir,CS6740,4.5,8.0,3.833333333333334,4.5,4.5,4.380952380952381
Gui Gao,CS5006,4.517721560846562,14.8,4.1774007936507935,4.533515406162465,4.459642857142858,4.508899209256353
Gui Gao,CS5007,4.125,14.0,4.0,3.75,4.25,4.214285714285714
Heather Miller,CS4240,3.5,8.0,3.8333333333333335,3.666666666666667,3.833333333333333,3.857142857142857
Heather Miller,CS7680,4.296875,12.0,4.395833333333333,4.375,4.125,4.354591836734694
Hosung Song,CS5800,4.532738095238096,12.0,3.928571428571429,4.7142857142857135,4.785714285714286,4.571428571428571
Huy Nguyen,CS4800,4.034043441938178,13.333333333333334,3.949624060150376,4.11578947368421,4.22181843497633,4.0436053503722675
Huy Nguyen,CS7800,3.5999969937469936,14.666666666666666,3.3840243090243085,3.4197330447330447,4.2527222777222775,3.6506459149316295
Ian Gorton,CS5010,4.261363636363637,16.0,4.181818181818182,4.2727272727272725,4.5858585858585865,4.168831168831169
Ian Gorton,CS6510,4.175952419011082,20.0,4.3235937055981815,4.34219362745098,4.176422213622291,4.118514949458044
Ian Gorton,CS6650,4.596527777777778,16.666666666666668,4.201058201058201,4.521825396825396,4.4940476190476195,4.566780045351473
Jacek Ossowski,CS1100,4.350819876395535,18.5,4.223828194222932,4.5723983253588525,4.538643009037746,4.404648932938407
Jacek Ossowski,CS1800,4.041809671694256,9.0,3.451048103376257,4.2087002257799675,4.035339696223317,4.107450636031787
Jacek Ossowski,CS4800,3.8368589743589743,10.0,3.4540043290043294,3.87345467032967,3.987793456543457,3.8168791525934385
James Knapik,CS7580,3.6689665649913814,12.5,3.2711986161986166,3.5857944139194133,4.205322487969547,3.8218477455084603
James Miller,CS5010,4.505952380952381,8.0,4.3730158730158735,4.476190476190476,4.25,4.36734693877551
Jan Vitek,CS2510,4.190762362637363,20.0,3.5904304029304033,4.323260073260073,4.160256410256411,4.05540293040293
Jan Vitek,CS5110,3.6143139469226426,16.0,3.9753434970826276,3.6521739130434785,4.25,3.6696055497297735
Jan Vitek,CS6240,4.303571428571429,16.0,3.785714285714286,4.428571428571429,4.071428571428571,4.326530612244897
Jan-Willem Van De Meent,CS4420,3.8844572368421053,20.0,3.8072273073989322,4.035416666666666,4.366666666666667,4.067795381310419
Jan-Willem Van De Meent,CS5230,4.302083333333333,16.0,4.513888888888888,4.125,4.5,4.2435064935064934
Jan-Willem Van De Meent,CS6220,4.302083333333333,16.0,4.513888888888888,4.125,4.5,4.2435064935064934
Jan-Willem Van De Meent,CS7140,4.043560606060606,19.0,3.6597222222222223,3.9583333333333335,4.208333333333334,3.9664502164502164
Jason Hemann,CS4400,4.45,14.0,4.616666666666666,4.6,4.516666666666667,4.401587301587301
Jason Hemann,CS4500,3.5635964912280707,12.0,4.289961013645224,3.552631578947368,4.222222222222222,3.7117794486215545
Jason Marchant,CS5001,3.2729166666666667,20.0,3.75,3.46875,3.75,3.019642857142857
Jaume Coll-Font,CS5220,3.779166666666667,10.0,2.763888888888889,3.666666666666667,3.4583333333333335,3.573809523809524
Javed Aslam,CS1800,4.281305407801418,12.0,3.762731481481481,4.145833333333334,4.416666666666666,4.30958713272543
Javed Aslam,CS6800,4.398731363121185,12.0,4.081999802702983,4.572315990234792,4.384449660705796,4.237390549055814
Jennifer Dy,CS7140,4.944368131868133,12.0,4.1300366300366305,5.0,4.785714285714286,4.916012558869702
Jennifer Shire,CS1210,4.072303921568627,14.0,3.531590413943355,4.055555555555555,4.397058823529411,4.050887021475257
Jessica Biron,CS1200,4.275826821956853,4.0,3.798753689228728,4.240617167919799,3.4606209504719567,4.007553203467621
Jessica Speece,CS1200,4.653374403374404,4.0,3.9422429422429417,4.883449883449884,3.947086247086247,4.281210852639425
Jill Forgash,CS1200,4.223657864952509,4.0,3.939316371459228,4.3054292929292926,3.3063020313020313,3.7980614906635317
Jingtian Huang,CS5500,4.528935185185186,4.0,4.601741622574956,4.703703703703703,3.557208994708995,4.169312169312169
John Ewart,CS5500,3.841666666666667,12.0,3.7944444444444443,3.6833333333333336,4.138888888888889,3.9095238095238094
John Rachlin,CS1800,4.204678803339518,11.428571428571429,3.8134224902082043,4.2651360544217685,4.064491857349,4.124734958918633
John Rachlin,CS3200,4.641882183908046,12.0,4.780842911877396,4.708333333333334,4.5151098901098905,4.524055829228243
John Rachlin,CS4300,4.7848445930806855,9.333333333333334,4.847765236690815,4.928447835377184,4.423102837919772,4.6901342238000545
John Rachlin,CS5200,4.82563025210084,10.0,4.9132090336134455,4.970588235294118,4.719386312217194,4.747298919567827
Jonathan Grenier,CS1200,4.766666666666667,12.0,4.81984126984127,4.833333333333333,4.578571428571428,4.731972789115646
Jonathan Lee,CS1200,4.278958333333334,4.0,3.623148148148148,4.303787878787879,3.3963888888888887,3.905375180375181
Jonathan Rafkind,CS5600,4.399158164139781,4.0,3.9371147928868515,4.652652543534896,3.4349874880021942,3.9458712016275044
Jonathan Ullman,CS3000,4.600694444444445,20.0,4.722222222222222,4.666666666666667,4.666666666666666,4.416666666666667
Jonathan Ullman,CS4800,4.511169871794872,12.0,4.562393162393163,4.5673076923076925,4.620629370629371,4.469522144522145
Jonathan Ullman,CS7800,4.703431372549019,12.0,4.75,4.833333333333334,4.660130718954248,4.589635854341736
Jonathan Ullman,CS7880,4.573833441383751,16.0,4.113174359562389,4.675738491527965,4.482778086493257,4.463890594474407
Jorge Toro,CS5340,4.575,12.0,3.7999999999999994,4.9,4.6,4.485714285714286
Jose Annunziato,CS1100,4.25,12.0,4.330357142857143,4.229166666666667,4.073863636363637,4.184523809523809
Jose Annunziato,CS1500,3.837103174603174,8.0,4.111618165784832,3.924074074074074,3.9771164021164016,3.8933484504913074
Jose Annunziato,CS3500,3.8467261904761907,8.0,3.267857142857143,3.75,4.25,4.092687074829932
Jose Annunziato,CS4500,3.4618055555555554,10.0,3.6284722222222223,3.4305555555555554,3.611111111111111,3.416666666666667
Jose Annunziato,CS4550,3.5823110910123606,14.0,3.868027887658853,3.915598290598291,3.371192502158096,3.1548137820682216
Jose Annunziato,CS5200,4.43724808669933,16.25,3.9639586859212197,4.58564868041563,4.388658033864125,4.437834917567937
Jose Annunziato,CS5500,4.317605750384664,15.2,4.426936202575852,4.373124533084871,4.080695337556028,4.1510475048795765
Jose Annunziato,CS5610,4.258061224489796,20.0,4.4321088435374145,4.43,4.022978723404256,4.072903304178814
Jose Sierra,CS5130,4.608468070004491,16.8,4.092709275314023,4.685515990329435,4.420381771709581,4.544686308301794
Joseph Buck,CS5006,4.4156525380181595,14.4,4.207629432489456,4.49588130615834,4.362894659396995,4.3818129185910335
Joseph Buck,CS5007,3.462387925773076,14.0,3.457766258677384,3.3509316770186333,3.7497326376202653,3.5514172071990853
Joseph Rushanan,CS5002,3.4947641375390734,13.333333333333334,3.3114142275267593,3.374850809889173,3.8050955527138393,3.5797345024966507
Joseph Rushanan,CS5120,4.240625,12.0,4.041666666666667,4.375,4.575,4.2214285714285715
Kaan Onarlioglu,CS5770,4.476032967398099,11.5,4.093294551953608,4.505526290230238,4.240641996891997,4.328840811566929
Kaitlyn Hughes,CS1210,4.256944444444445,16.0,4.342592592592593,4.347222222222222,4.355555555555555,4.280045351473922
Kanaka Saripalli,CS5150,4.633506944444444,4.0,3.960955942205942,4.838886113886114,3.583516483516483,4.286167800453515
Kapil Arya,CS3650,4.041666666666666,16.0,4.388888888888888,4.0,4.333333333333333,4.428571428571429
Kapil Arya,CS5600,3.7341720779220777,12.0,3.2261904761904763,3.7321428571428568,4.232142857142858,3.793135435992579
Karl Lieberherr,CS1100,4.4170006364614816,18.857142857142858,4.113168945739216,4.483878551420569,4.554276710684274,4.41531050843983
Kathleen Durant,CS1100,3.790426022216537,9.411764705882353,3.618027818795652,3.7704603033964257,4.007179469310584,3.9079339395369117
Kathleen Durant,CS3200,3.965404480430509,10.0,3.7727643185546182,4.21352625293155,4.11316812225108,3.9870343372300727
Kathleen Durant,CS4100,4.004667432225552,9.818181818181818,3.74644172993287,4.091397696140779,4.097070275104912,4.039296224166503
Kathleen Durant,CS4400,2.640789473684211,8.0,3.194736842105263,2.4749999999999996,3.105263157894737,2.839473684210526
Kenneth Baclawski,CS2800,3.2583333333333337,10.0,4.069444444444445,2.5083333333333333,3.8916666666666666,3.386904761904762
Kenneth Baclawski,CS3520,3.5170018115942026,12.0,3.1902053140096616,3.2800000000000002,4.05304347826087,3.76324016563147
Kenneth Baclawski,CS5200,4.019965277777778,8.0,3.5025599128540303,3.858333333333334,3.9305555555555554,4.04345238095238
Kevin Amorin,CS5150,4.428351629507484,13.6,3.823664555741683,4.386159844054581,4.270563703647119,4.369692314453336
Kevin Gold,CS1800,4.258794816003324,14.571428571428571,3.8549645615822095,4.402646513150715,4.3171640373321045,4.2682176983347455
Kevin Gold,CS3800,4.343440909933664,10.8,4.115324202894832,4.504325300532731,4.261680568065473,4.1626188330061025
Kevin Gold,CS4100,4.584904652475407,12.0,3.842946298984035,4.64586961780358,4.637215771649735,4.49923432795826
Kevin Gold,CS4150,4.74198717948718,16.0,4.819325735992403,4.7742165242165235,4.523504273504273,4.6892551892551895
Kevin Gold,CS4800,4.505747126436781,16.0,4.610344827586207,4.621505376344086,4.558497536945813,4.416091954022988
Kevin Gold,CS5002,4.43734237879516,16.0,3.9458572444217994,4.554299436195988,4.550836182073505,4.3961913427053965
Kevin Gold,CS5010,4.608695652173912,16.0,3.8478260869565215,4.673913043478261,4.630434782608695,4.496894409937888
Kevin Gold,CS5100,4.0450634057971016,20.0,3.451388888888888,4.104166666666667,3.758928571428571,3.7369047619047615
Kevin Gold,CS5150,4.74198717948718,16.0,4.819325735992403,4.7742165242165235,4.523504273504273,4.6892551892551895
Kevin Small,CS6140,4.505747126436781,16.0,4.610344827586207,4.621505376344086,4.558497536945813,4.416091954022988
Kevin Small,CS6220,3.875321226975639,18.0,3.6578159041394334,3.7223856209150328,4.249945533769063,3.871468890586538
Kinshuk Juneja,CS6650,4.025,12.0,3.5666666666666664,4.0,4.4,4.2
Kongfuechi Moua,CS5001,4.616035353535354,18.0,4.619023569023569,4.434343434343434,4.633333333333333,4.603318903318903
Koorosh Firouzbakht,CS4700,4.363932748538011,16.0,4.432894736842106,4.472727272727273,4.012061403508772,4.29624060150376
Koorosh Firouzbakht,CS5700,2.9209637268847795,12.0,2.6446183025130394,2.486842105263158,3.5394736842105265,3.149055070107702
Koorosh Firouzbakht,CS6710,2.9209637268847795,12.0,2.6446183025130394,2.486842105263158,3.5394736842105265,3.149055070107702
Kyle Courtney,CS5240,2.433333333333333,12.0,2.1666666666666665,2.2,3.225,2.6095238095238096
Kylie Bemis,CS5110,4.310168493514767,12.285714285714286,3.7738611026654505,4.236727584010193,4.154631419305333,4.2895146852555905
Larry Finkelstein,CS1800,4.516347871640741,12.0,4.668720467071485,4.471984649122807,4.320499613759688,4.4003342843813975
Laurie Sanborn,CS5210,2.5877810846560845,12.0,2.4672530864197535,2.275,3.6141304347826084,3.016171579743008
Leena Razzaq,CS1100,3.566636029411765,12.0,3.2319852941176475,3.588235294117647,3.8235294117647056,3.798844537815126
Leena Razzaq,CS1500,4.3811403508771924,9.333333333333334,3.656213450292398,4.421491228070175,4.127412280701754,4.325758841548315
Leena Razzaq,CS2500,4.2265625,10.0,3.615575396825397,3.96875,4.4375,4.276785714285714
Leena Razzaq,CS2510,4.080706130558218,14.0,3.631793663802871,4.04874213243734,4.14091220080265,4.108116952011159
Leena Razzaq,CS5001,4.05193767013046,16.0,3.7179114482525195,4.045853189880249,4.2947082852521845,4.087996818056874
Leena Razzaq,CS5006,4.292210995541325,16.0,4.0216650218490555,4.269015498874834,4.231560324902295,4.219979186373253
Leena Razzaq,CS5007,3.654003267973856,14.666666666666666,3.654660154660155,3.6894179894179895,3.9249622926093513,3.652585820653048
Lok Sang Wong,CS5100,3.169642857142857,14.0,3.2142857142857144,3.133928571428571,3.4404761904761907,3.163265306122449
Long Lu,CS3700,4.2700000000000005,16.0,4.499999999999999,4.18,4.464545454545455,4.247701863354037
Long Lu,CS3740,3.355769230769231,12.0,3.676282051282051,3.2142857142857144,4.199300699300699,3.6373626373626373
